threeday_yrmo,threeday_yr,year,dayofyear,varvartemp1_C_0-10mAvg
2922,2922,2004,125,10.9
2923,2923,2004,128,11.0
2924,2924,2004,131,11.3
2925,2925,2004,134,11.7
2926,2926,2004,137,12.0
2927,2927,2004,140,12.3
2928,2928,2004,143,12.5
2929,2929,2004,146,12.7
2930,2930,2004,149,12.5
2931,2931,2004,152,12.5
2932,2932,2004,155,12.6
2933,2933,2004,158,12.8
2934,2934,2004,161,13.0
2935,2935,2004,164,13.3
2936,2936,2004,167,13.1
2937,2937,2004,170,13.4
2938,2938,2004,173,13.9
2939,2939,2004,176,14.4
2940,2940,2004,179,14.7
2941,2941,2004,182,14.9
2942,2942,2004,185,14.8
2943,2943,2004,188,14.8
2944,2944,2004,191,14.7
2945,2945,2004,194,14.8
2946,2946,2004,197,14.9
2947,2947,2004,200,15.1
2948,2948,2004,203,15.1
2949,2949,2004,206,15.4
2950,2950,2004,209,15.0
2951,2951,2004,212,14.6
2952,2952,2004,215,14.6
2953,2953,2004,218,14.6
2954,2954,2004,221,14.6
2955,2955,2004,224,14.9
2956,2956,2004,227,15.0
2957,2957,2004,230,15.1
2958,2958,2004,233,15.2
2959,2959,2004,236,14.9
2960,2960,2004,239,14.4
2961,2961,2004,242,14.3
2962,2962,2004,245,14.2
2963,2963,2004,248,14.2
2964,2964,2004,251,14.2
2965,2965,2004,254,14.0
2966,2966,2004,257,13.6
2967,2967,2004,260,13.1
2968,2968,2004,263,12.7
2969,2969,2004,266,12.7
2970,2970,2004,269,12.7
2971,2971,2004,272,12.6
2972,2972,2004,275,12.2
2973,2973,2004,278,12.2
2974,2974,2004,281,12.0
2975,2975,2004,284,11.6
2976,2976,2004,287,11.6
2977,2977,2004,290,11.7
2978,2978,2004,293,11.3
2979,2979,2004,296,10.8
2980,2980,2004,299,10.4
2981,2981,2004,302,10.1
2982,2982,2004,305,9.8
2983,2983,2004,308,9.5
2984,2984,2004,311,9.3
2985,2985,2004,314,9.4
2986,2986,2004,317,9.2
2987,2987,2004,320,9.1
2988,2988,2004,323,8.9
2989,2989,2004,326,8.6
2990,2990,2004,329,8.4
2991,2991,2004,332,8.3
2992,2992,2004,335,8.0
2993,2993,2004,338,7.8
2994,2994,2004,341,7.6
2995,2995,2004,344,7.6
2996,2996,2004,347,7.5
2997,2997,2004,350,7.4
2998,2998,2004,353,7.4
2999,2999,2004,356,7.4
3000,3000,2004,361,7.2
3001,3001,2005,2,6.9
3002,3002,2005,5,6.4
3003,3003,2005,8,6.2
3004,3004,2005,11,6.0
3005,3005,2005,14,6.1
3006,3006,2005,17,5.7
3007,3007,2005,20,6.2
3008,3008,2005,23,6.5
3009,3009,2005,26,6.7
3010,3010,2005,29,6.8
3011,3011,2005,32,6.9
3012,3012,2005,35,7.0
3013,3013,2005,38,6.7
3014,3014,2005,41,6.5
3015,3015,2005,44,6.6
3016,3016,2005,47,6.5
3017,3017,2005,50,6.5
3018,3018,2005,53,6.5
3019,3019,2005,56,6.8
3020,3020,2005,59,7.0
3021,3021,2005,62,7.2
3022,3022,2005,65,7.5
3023,3023,2005,68,7.7
3024,3024,2005,71,7.9
3025,3025,2005,74,8.1
3026,3026,2005,77,8.1
3027,3027,2005,80,8.1
3028,3028,2005,83,8.1
3029,3029,2005,86,8.3
3030,3030,2005,89,8.3
3031,3031,2005,92,8.3
3032,3032,2005,95,8.2
3033,3033,2005,98,8.3
3034,3034,2005,101,8.4
3035,3035,2005,104,8.5
3036,3036,2005,107,8.6
3037,3037,2005,110,9.0
3038,3038,2005,113,9.7
3039,3039,2005,116,10.2
3040,3040,2005,119,10.7
3041,3041,2005,122,10.9
3042,3042,2005,125,11.0
3043,3043,2005,128,11.2
3044,3044,2005,131,11.3
3045,3045,2005,134,11.6
3046,3046,2005,137,11.5
3047,3047,2005,140,11.1
3048,3048,2005,143,10.8
3049,3049,2005,146,11.4
3050,3050,2005,149,12.3
3051,3051,2005,152,12.7
3052,3052,2005,155,12.9
3053,3053,2005,158,12.8
3054,3054,2005,161,12.8
3055,3055,2005,164,13.0
3056,3056,2005,167,13.3
3057,3057,2005,170,13.3
3058,3058,2005,173,13.5
3059,3059,2005,176,13.7
3060,3060,2005,179,13.7
3061,3061,2005,182,14.1
3062,3062,2005,185,14.2
3063,3063,2005,188,13.9
3064,3064,2005,191,13.7
3065,3065,2005,194,14.1
3066,3066,2005,197,14.5
3067,3067,2005,200,14.4
3068,3068,2005,203,14.1
3069,3069,2005,206,14.1
3070,3070,2005,209,14.4
3071,3071,2005,212,14.6
3072,3072,2005,215,14.5
3073,3073,2005,218,14.5
3074,3074,2005,221,14.6
3075,3075,2005,224,14.9
3076,3076,2005,227,15.2
3077,3077,2005,230,14.9
3078,3078,2005,233,14.9
3079,3079,2005,236,14.5
3080,3080,2005,239,14.4
3081,3081,2005,242,14.3
3082,3082,2005,245,14.2
3083,3083,2005,248,14.0
3084,3084,2005,251,13.8
3085,3085,2005,254,13.4
3086,3086,2005,257,13.4
3087,3087,2005,260,13.2
3088,3088,2005,263,13.0
3089,3089,2005,266,12.7
3090,3090,2005,269,12.4
3091,3091,2005,272,12.2
3092,3092,2005,275,11.9
3093,3093,2005,278,11.5
3094,3094,2005,281,11.3
3095,3095,2005,284,11.0
3096,3096,2005,287,10.8
3097,3097,2005,290,10.8
3098,3098,2005,293,10.7
3099,3099,2005,296,10.6
3100,3100,2005,299,10.5
3101,3101,2005,302,10.1
3102,3102,2005,305,9.9
3103,3103,2005,308,9.6
3104,3104,2005,311,9.3
3105,3105,2005,314,9.2
3106,3106,2005,317,8.9
3107,3107,2005,320,8.7
3108,3108,2005,323,8.6
3109,3109,2005,326,8.6
3110,3110,2005,329,8.4
3111,3111,2005,332,8.1
3112,3112,2005,335,7.6
3113,3113,2005,338,7.3
3114,3114,2005,341,7.1
3115,3115,2005,344,7.0
3116,3116,2005,347,7.0
3117,3117,2005,350,6.9
3118,3118,2005,353,6.7
3119,3119,2005,356,7.1
3120,3120,2005,360,7.5
3121,3121,2006,2,7.5
3122,3122,2006,5,7.4
3123,3123,2006,8,7.4
3124,3124,2006,11,7.3
3125,3125,2006,14,7.3
3126,3126,2006,17,7.2
3127,3127,2006,20,7.0
3128,3128,2006,23,6.9
3129,3129,2006,26,7.0
3130,3130,2006,29,7.1
3131,3131,2006,32,7.1
3132,3132,2006,35,7.1
3133,3133,2006,38,6.9
3134,3134,2006,41,6.9
3135,3135,2006,44,6.8
3136,3136,2006,47,6.8
3137,3137,2006,50,6.4
3138,3138,2006,53,6.2
3139,3139,2006,56,6.4
3140,3140,2006,59,6.3
3141,3141,2006,62,6.6
3142,3142,2006,65,6.7
3143,3143,2006,68,6.8
3144,3144,2006,71,6.7
3145,3145,2006,74,6.8
3146,3146,2006,77,6.8
3147,3147,2006,80,7.0
3148,3148,2006,83,7.2
3149,3149,2006,86,7.4
3150,3150,2006,89,7.6
3151,3151,2006,92,7.7
3152,3152,2006,95,7.9
3153,3153,2006,98,8.3
3154,3154,2006,101,8.5
3155,3155,2006,104,8.5
3156,3156,2006,107,8.2
3157,3157,2006,110,8.4
3158,3158,2006,113,8.6
3159,3159,2006,116,9.2
3160,3160,2006,119,9.4
3161,3161,2006,122,9.4
3162,3162,2006,125,9.7
3163,3163,2006,128,10.0
3164,3164,2006,131,10.3
3165,3165,2006,134,10.4
3166,3166,2006,137,10.9
3167,3167,2006,140,11.3
3168,3168,2006,143,11.6
3169,3169,2006,146,11.2
3170,3170,2006,149,11.2
3171,3171,2006,152,11.5
3172,3172,2006,155,11.9
3173,3173,2006,158,12.4
3174,3174,2006,161,12.9
3175,3175,2006,164,13.2
3176,3176,2006,167,13.3
3177,3177,2006,170,13.4
3178,3178,2006,173,13.8
3179,3179,2006,176,14.0
3180,3180,2006,179,13.7
3181,3181,2006,182,13.7
3182,3182,2006,185,14.4
3183,3183,2006,188,14.4
3184,3184,2006,191,14.3
3185,3185,2006,194,13.9
3186,3186,2006,197,13.7
3187,3187,2006,200,14.2
3188,3188,2006,203,14.5
3189,3189,2006,206,14.3
3190,3190,2006,209,14.3
3191,3191,2006,212,14.5
3192,3192,2006,215,14.8
3193,3193,2006,218,14.6
3194,3194,2006,221,14.4
3195,3195,2006,224,14.2
3196,3196,2006,227,14.3
3197,3197,2006,230,14.2
3198,3198,2006,233,13.9
3199,3199,2006,236,13.8
3200,3200,2006,239,13.9
3201,3201,2006,242,13.7
3202,3202,2006,245,13.5
3203,3203,2006,248,13.5
3204,3204,2006,251,13.4
3205,3205,2006,254,13.2
3206,3206,2006,257,13.0
3207,3207,2006,260,12.7
3208,3208,2006,263,12.4
3209,3209,2006,266,12.2
3210,3210,2006,269,12.2
3211,3211,2006,272,12.3
3212,3212,2006,275,12.1
3213,3213,2006,278,11.6
3214,3214,2006,281,11.3
3215,3215,2006,284,11.1
3216,3216,2006,287,11.1
3217,3217,2006,290,10.9
3218,3218,2006,293,10.8
3219,3219,2006,296,10.5
3220,3220,2006,299,10.1
3221,3221,2006,302,10.0
3222,3222,2006,305,9.4
3223,3223,2006,308,9.2
3224,3224,2006,311,9.2
3225,3225,2006,314,9.1
3226,3226,2006,317,8.9
3227,3227,2006,320,8.7
3228,3228,2006,323,8.6
3229,3229,2006,326,8.5
3230,3230,2006,329,8.2
3231,3231,2006,332,7.6
3232,3232,2006,335,7.1
3233,3233,2006,338,7.0
3234,3234,2006,341,7.1
3235,3235,2006,344,7.1
3236,3236,2006,347,7.4
3237,3237,2006,350,7.1
3238,3238,2006,353,7.0
3239,3239,2006,356,7.1
3240,3240,2006,360,6.8
3241,3241,2007,2,6.7
3242,3242,2007,5,6.6
3243,3243,2007,8,6.5
3244,3244,2007,11,6.3
3245,3245,2007,14,5.7
3246,3246,2007,17,5.5
3247,3247,2007,20,5.8
3248,3248,2007,23,6.0
3249,3249,2007,26,6.1
3250,3250,2007,29,6.0
3251,3251,2007,32,6.0
3252,3252,2007,35,6.0
3253,3253,2007,38,6.1
3254,3254,2007,41,6.3
3255,3255,2007,44,6.5
3256,3256,2007,47,6.6
3257,3257,2007,50,6.7
3258,3258,2007,53,6.7
3259,3259,2007,56,6.7
3260,3260,2007,59,6.6
3261,3261,2007,62,6.4
3262,3262,2007,65,6.6
3263,3263,2007,68,6.9
3264,3264,2007,71,7.0
3265,3265,2007,74,6.9
3266,3266,2007,77,7.0
3267,3267,2007,80,7.2
3268,3268,2007,83,7.1
3269,3269,2007,86,7.3
3270,3270,2007,89,7.4
3271,3271,2007,92,7.5
3272,3272,2007,95,7.7
3273,3273,2007,98,8.1
3274,3274,2007,101,8.2
3275,3275,2007,104,8.2
3276,3276,2007,107,8.3
3277,3277,2007,110,8.6
3278,3278,2007,113,8.9
3279,3279,2007,116,9.0
3280,3280,2007,119,9.1
3281,3281,2007,122,9.4
3282,3282,2007,125,9.6
3283,3283,2007,128,9.8
3284,3284,2007,131,10.1
3285,3285,2007,134,10.5
3286,3286,2007,137,10.9
3287,3287,2007,140,11.0
3288,3288,2007,143,11.1
3289,3289,2007,146,11.5
3290,3290,2007,149,11.6
3291,3291,2007,152,12.0
3292,3292,2007,155,12.2
3293,3293,2007,158,12.0
3294,3294,2007,161,12.1
3295,3295,2007,164,11.9
3296,3296,2007,167,12.2
3297,3297,2007,170,12.4
3298,3298,2007,173,12.9
3299,3299,2007,176,13.0
3300,3300,2007,179,13.1
3301,3301,2007,182,13.0
3302,3302,2007,185,13.3
3303,3303,2007,188,13.6
3304,3304,2007,191,13.5
3305,3305,2007,194,13.5
3306,3306,2007,197,13.7
3307,3307,2007,200,13.6
3308,3308,2007,203,13.2
3309,3309,2007,206,13.5
3310,3310,2007,209,14.1
3311,3311,2007,212,14.3
3312,3312,2007,215,14.4
3313,3313,2007,218,14.5
3314,3314,2007,221,14.5
3315,3315,2007,224,14.2
3316,3316,2007,227,14.2
3317,3317,2007,230,14.0
3318,3318,2007,233,14.0
3319,3319,2007,236,14.2
3320,3320,2007,239,14.0
3321,3321,2007,242,13.8
3322,3322,2007,245,13.5
3323,3323,2007,248,13.1
3324,3324,2007,251,12.8
3325,3325,2007,254,12.7
3326,3326,2007,257,12.8
3327,3327,2007,260,12.7
3328,3328,2007,263,12.5
3329,3329,2007,266,12.2
3330,3330,2007,269,11.9
3331,3331,2007,272,11.6
3332,3332,2007,275,10.9
3333,3333,2007,278,10.8
3334,3334,2007,281,10.5
3335,3335,2007,284,10.5
3336,3336,2007,287,10.5
3337,3337,2007,290,10.3
3338,3338,2007,293,10.0
3339,3339,2007,296,9.9
3340,3340,2007,299,9.8
3341,3341,2007,302,9.6
3342,3342,2007,305,9.4
3343,3343,2007,308,9.1
3344,3344,2007,311,9.1
3345,3345,2007,314,9.1
3346,3346,2007,317,8.9
3347,3347,2007,320,8.7
3348,3348,2007,323,8.5
3349,3349,2007,326,8.1
3350,3350,2007,329,7.9
3351,3351,2007,332,7.7
3352,3352,2007,335,7.4
3353,3353,2007,338,7.2
3354,3354,2007,341,7.2
3355,3355,2007,344,6.8
3356,3356,2007,347,6.7
3357,3357,2007,350,6.9
3358,3358,2007,353,7.0
3359,3359,2007,356,6.7
3360,3360,2007,360,6.5
3361,3361,2008,2,6.2
3362,3362,2008,5,6.5
3363,3363,2008,8,6.4
3364,3364,2008,11,6.4
3365,3365,2008,14,6.4
3366,3366,2008,17,6.1
3367,3367,2008,20,5.9
3368,3368,2008,23,5.7
3369,3369,2008,26,5.5
3370,3370,2008,29,5.4
3371,3371,2008,32,5.4
3372,3372,2008,35,5.3
3373,3373,2008,38,5.6
3374,3374,2008,41,5.7
3375,3375,2008,44,5.8
3376,3376,2008,47,5.8
3377,3377,2008,50,5.9
3378,3378,2008,53,6.1
3379,3379,2008,56,6.2
3380,3380,2008,59,6.4
3381,3381,2008,62,6.5
3382,3382,2008,65,6.5
3383,3383,2008,68,6.7
3384,3384,2008,71,6.9
3385,3385,2008,74,6.9
3386,3386,2008,77,6.9
3387,3387,2008,80,7.0
3388,3388,2008,83,7.1
3389,3389,2008,86,7.1
3390,3390,2008,89,7.1
3391,3391,2008,92,7.2
3392,3392,2008,95,7.5
3393,3393,2008,98,7.6
3394,3394,2008,101,7.7
3395,3395,2008,104,8.0
3396,3396,2008,107,8.3
3397,3397,2008,110,8.4
3398,3398,2008,113,8.4
3399,3399,2008,116,8.6
3400,3400,2008,119,9.0
3401,3401,2008,122,9.2
3402,3402,2008,125,9.2
3403,3403,2008,128,9.6
3404,3404,2008,131,9.7
3405,3405,2008,134,9.9
3406,3406,2008,137,10.1
3407,3407,2008,140,10.8
3408,3408,2008,143,11.0
3409,3409,2008,146,11.1
3410,3410,2008,149,11.5
3411,3411,2008,152,11.9
3412,3412,2008,155,12.1
3413,3413,2008,158,11.8
3414,3414,2008,161,11.9
3415,3415,2008,164,12.1
3416,3416,2008,167,12.4
3417,3417,2008,170,12.7
3418,3418,2008,173,12.5
3419,3419,2008,176,12.7
3420,3420,2008,179,12.9
3421,3421,2008,182,13.4
3422,3422,2008,185,13.6
3423,3423,2008,188,13.5
3424,3424,2008,191,13.9
3425,3425,2008,194,14.0
3426,3426,2008,197,14.3
3427,3427,2008,200,14.3
3428,3428,2008,203,14.4
3429,3429,2008,206,14.4
3430,3430,2008,209,14.3
3431,3431,2008,212,13.9
3432,3432,2008,215,13.5
3433,3433,2008,218,13.8
3434,3434,2008,221,14.1
3435,3435,2008,224,14.0
3436,3436,2008,227,14.0
3437,3437,2008,230,14.3
3438,3438,2008,233,13.9
3439,3439,2008,236,13.6
3440,3440,2008,239,13.5
3441,3441,2008,242,13.3
3442,3442,2008,245,13.3
3443,3443,2008,248,13.2
3444,3444,2008,251,13.3
3445,3445,2008,254,12.9
3446,3446,2008,257,12.8
3447,3447,2008,260,12.5
3448,3448,2008,263,12.5
3449,3449,2008,266,12.3
3450,3450,2008,269,12.0
3451,3451,2008,272,11.8
3452,3452,2008,275,11.8
3453,3453,2008,278,11.6
3454,3454,2008,281,11.3
3455,3455,2008,284,11.0
3456,3456,2008,287,10.6
3457,3457,2008,290,10.3
3458,3458,2008,293,10.0
3459,3459,2008,296,9.7
3460,3460,2008,299,9.7
3461,3461,2008,302,9.5
3462,3462,2008,305,9.4
3463,3463,2008,308,9.3
3464,3464,2008,311,9.1
3465,3465,2008,314,9.0
3466,3466,2008,317,9.0
3467,3467,2008,320,8.8
3468,3468,2008,323,8.8
3469,3469,2008,326,8.5
3470,3470,2008,329,8.2
3471,3471,2008,332,8.0
3472,3472,2008,335,7.9
3473,3473,2008,338,8.0
3474,3474,2008,341,7.8
3475,3475,2008,344,7.7
3476,3476,2008,347,7.6
3477,3477,2008,350,7.1
3478,3478,2008,353,6.3
3479,3479,2008,356,5.6
3480,3480,2008,361,5.6
3481,3481,2009,2,5.7
3482,3482,2009,5,5.7
3483,3483,2009,8,5.9
3484,3484,2009,11,5.8
3485,3485,2009,14,5.8
3486,3486,2009,17,5.8
3487,3487,2009,20,5.8
3488,3488,2009,23,5.7
3489,3489,2009,26,5.6
3490,3490,2009,29,5.6
3491,3491,2009,32,5.6
3492,3492,2009,35,5.7
3493,3493,2009,38,5.8
3494,3494,2009,41,5.9
3495,3495,2009,44,5.8
3496,3496,2009,47,5.8
3497,3497,2009,50,5.8
3498,3498,2009,53,6.0
3499,3499,2009,56,6.3
3500,3500,2009,59,6.3
3501,3501,2009,62,6.5
3502,3502,2009,65,6.5
3503,3503,2009,68,6.4
3504,3504,2009,71,6.2
3505,3505,2009,74,6.4
3506,3506,2009,77,6.5
3507,3507,2009,80,6.7
3508,3508,2009,83,6.7
3509,3509,2009,86,6.8
3510,3510,2009,89,7.0
3511,3511,2009,92,7.1
3512,3512,2009,95,7.3
3513,3513,2009,98,7.8
3514,3514,2009,101,8.0
3515,3515,2009,104,8.0
3516,3516,2009,107,8.3
3517,3517,2009,110,8.6
3518,3518,2009,113,8.7
3519,3519,2009,116,8.9
3520,3520,2009,119,9.3
3521,3521,2009,122,9.9
3522,3522,2009,125,9.8
3523,3523,2009,128,9.5
3524,3524,2009,131,10.1
3525,3525,2009,134,10.2
3526,3526,2009,137,10.7
3527,3527,2009,140,11.1
3528,3528,2009,143,11.4
3529,3529,2009,146,11.6
3530,3530,2009,149,12.0
3531,3531,2009,152,12.4
3532,3532,2009,155,12.9
3533,3533,2009,158,13.3
3534,3534,2009,161,13.5
3535,3535,2009,164,14.1
3536,3536,2009,167,14.6
3537,3537,2009,170,14.7
3538,3538,2009,173,14.4
3539,3539,2009,176,14.1
3540,3540,2009,179,13.9
3541,3541,2009,182,13.8
3542,3542,2009,185,13.7
3543,3543,2009,188,13.8
3544,3544,2009,191,13.6
3545,3545,2009,194,14.4
3546,3546,2009,197,14.8
3547,3547,2009,200,15.3
3548,3548,2009,203,15.1
3549,3549,2009,206,15.2
3550,3550,2009,209,15.7
3551,3551,2009,212,16.1
3552,3552,2009,215,16.2
3553,3553,2009,218,16.1
3554,3554,2009,221,15.8
3555,3555,2009,224,15.2
3556,3556,2009,227,15.4
3557,3557,2009,230,15.4
3558,3558,2009,233,15.3
3559,3559,2009,236,15.1
3560,3560,2009,239,14.9
3561,3561,2009,242,15.1
3562,3562,2009,245,15.3
3563,3563,2009,248,15.0
3564,3564,2009,251,14.3
3565,3565,2009,254,14.2
3566,3566,2009,257,14.4
3567,3567,2009,260,14.2
3568,3568,2009,263,13.7
3569,3569,2009,266,13.6
3570,3570,2009,269,13.4
3571,3571,2009,272,12.7
3572,3572,2009,275,12.2
3573,3573,2009,278,11.7
3574,3574,2009,281,11.5
3575,3575,2009,284,11.3
3576,3576,2009,287,10.9
3577,3577,2009,290,10.6
3578,3578,2009,293,10.7
3579,3579,2009,296,10.5
3580,3580,2009,299,10.2
3581,3581,2009,302,9.8
3582,3582,2009,305,9.6
3583,3583,2009,308,9.4
3584,3584,2009,311,9.2
3585,3585,2009,314,9.0
3586,3586,2009,317,8.9
3587,3587,2009,320,8.6
3588,3588,2009,323,8.4
3589,3589,2009,326,8.3
3590,3590,2009,329,8.1
3591,3591,2009,332,8.0
3592,3592,2009,335,7.9
3593,3593,2009,338,7.6
3594,3594,2009,341,7.1
3595,3595,2009,344,6.3
3596,3596,2009,347,6.1
3597,3597,2009,350,6.1
3598,3598,2009,353,6.5
3599,3599,2009,356,6.4
3600,3600,2009,360,6.1
3601,3601,2010,2,6.3
3602,3602,2010,5,6.3
3603,3603,2010,8,6.3
3604,3604,2010,11,6.6
3605,3605,2010,14,6.8
3606,3606,2010,17,6.8
3607,3607,2010,20,6.9
3608,3608,2010,23,6.8
3609,3609,2010,26,6.7
3610,3610,2010,29,6.7
3611,3611,2010,32,6.7
3612,3612,2010,35,6.8
3613,3613,2010,38,6.9
3614,3614,2010,41,6.9
3615,3615,2010,44,7.0
3616,3616,2010,47,7.1
3617,3617,2010,50,7.0
3618,3618,2010,53,7.1
3619,3619,2010,56,7.1
3620,3620,2010,59,7.2
3621,3621,2010,62,7.4
3622,3622,2010,65,7.5
3623,3623,2010,68,7.4
3624,3624,2010,71,7.3
3625,3625,2010,74,7.3
3626,3626,2010,77,7.4
3627,3627,2010,80,7.5
3628,3628,2010,83,7.8
3629,3629,2010,86,7.9
3630,3630,2010,89,8.0
3631,3631,2010,92,8.0
3632,3632,2010,95,8.0
3633,3633,2010,98,8.1
3634,3634,2010,101,8.1
3635,3635,2010,104,8.4
3636,3636,2010,107,8.8
3637,3637,2010,110,9.2
3638,3638,2010,113,9.1
3639,3639,2010,116,9.3
3640,3640,2010,119,9.4
3641,3641,2010,122,9.7
3642,3642,2010,125,9.5
3643,3643,2010,128,10.1
3644,3644,2010,131,10.6
3645,3645,2010,134,11.0
3646,3646,2010,137,11.3
3647,3647,2010,140,11.0
3648,3648,2010,143,11.0
3649,3649,2010,146,11.0
3650,3650,2010,149,11.2
3651,3651,2010,152,11.1
3652,3652,2010,155,11.3
3653,3653,2010,158,11.9
3654,3654,2010,161,12.3
3655,3655,2010,164,12.7
3656,3656,2010,167,12.7
3657,3657,2010,170,13.1
3658,3658,2010,173,13.5
3659,3659,2010,176,13.7
3660,3660,2010,179,13.8
3661,3661,2010,182,13.8
3662,3662,2010,185,14.2
3663,3663,2010,188,14.5
3664,3664,2010,191,14.6
3665,3665,2010,194,14.2
3666,3666,2010,197,14.2
3667,3667,2010,200,14.6
3668,3668,2010,203,14.9
3669,3669,2010,206,14.8
3670,3670,2010,209,14.9
3671,3671,2010,212,15.2
3672,3672,2010,215,15.6
3673,3673,2010,218,15.9
3674,3674,2010,221,15.4
3675,3675,2010,224,15.5
3676,3676,2010,227,15.6
3677,3677,2010,230,15.7
3678,3678,2010,233,15.4
3679,3679,2010,236,15.2
3680,3680,2010,239,15.0
3681,3681,2010,242,14.2
3682,3682,2010,245,13.9
3683,3683,2010,248,13.8
3684,3684,2010,251,13.4
3685,3685,2010,254,13.3
3686,3686,2010,257,13.0
3687,3687,2010,260,13.2
3688,3688,2010,263,13.2
3689,3689,2010,266,13.1
3690,3690,2010,269,12.4
3691,3691,2010,272,12.5
3692,3692,2010,275,12.7
3693,3693,2010,278,12.5
3694,3694,2010,281,12.1
3695,3695,2010,284,11.6
3696,3696,2010,287,11.4
3697,3697,2010,290,11.3
3698,3698,2010,293,11.2
3699,3699,2010,296,11.1
3700,3700,2010,299,10.5
3701,3701,2010,302,10.4
3702,3702,2010,305,10.2
3703,3703,2010,308,10.1
3704,3704,2010,311,10.0
3705,3705,2010,314,9.7
3706,3706,2010,317,9.3
3707,3707,2010,320,9.2
3708,3708,2010,323,9.0
3709,3709,2010,326,8.3
3710,3710,2010,329,7.5
3711,3711,2010,332,7.4
3712,3712,2010,335,7.5
3713,3713,2010,338,7.3
3714,3714,2010,341,7.1
3715,3715,2010,344,7.4
3716,3716,2010,347,7.3
3717,3717,2010,350,7.2
3718,3718,2010,353,7.0
3719,3719,2010,356,6.9
3720,3720,2010,360,7.0
3721,3721,2011,2,6.3
3722,3722,2011,5,6.2
3723,3723,2011,8,6.2
3724,3724,2011,11,5.9
3725,3725,2011,14,5.8
3726,3726,2011,17,6.1
3727,3727,2011,20,6.0
3728,3728,2011,23,6.0
3729,3729,2011,26,6.1
3730,3730,2011,29,6.2
3731,3731,2011,32,6.1
3732,3732,2011,35,6.1
3733,3733,2011,38,6.2
3734,3734,2011,41,6.2
3735,3735,2011,44,6.2
3736,3736,2011,47,6.4
3737,3737,2011,50,6.3
3738,3738,2011,53,6.0
3739,3739,2011,56,5.7
3740,3740,2011,59,5.5
3741,3741,2011,62,5.8
3742,3742,2011,65,5.9
3743,3743,2011,68,6.1
3744,3744,2011,71,6.2
3745,3745,2011,74,6.4
3746,3746,2011,77,6.5
3747,3747,2011,80,6.6
3748,3748,2011,83,6.7
3749,3749,2011,86,6.9
3750,3750,2011,89,7.1
3751,3751,2011,92,7.3
3752,3752,2011,95,7.3
3753,3753,2011,98,7.4
3754,3754,2011,101,7.6
3755,3755,2011,104,7.7
3756,3756,2011,107,7.7
3757,3757,2011,110,8.0
3758,3758,2011,113,8.3
3759,3759,2011,116,8.6
3760,3760,2011,119,8.7
3761,3761,2011,122,9.1
3762,3762,2011,125,9.4
3763,3763,2011,128,9.5
3764,3764,2011,131,9.8
3765,3765,2011,134,9.7
3766,3766,2011,137,9.7
3767,3767,2011,140,10.1
3768,3768,2011,143,10.4
3769,3769,2011,146,10.9
3770,3770,2011,149,11.0
3771,3771,2011,152,11.5
3772,3772,2011,155,11.6
3773,3773,2011,158,12.0
3774,3774,2011,161,12.4
3775,3775,2011,164,12.6
3776,3776,2011,167,12.5
3777,3777,2011,170,12.7
3778,3778,2011,173,13.1
3779,3779,2011,176,13.5
3780,3780,2011,179,13.6
3781,3781,2011,182,13.3
3782,3782,2011,185,13.4
3783,3783,2011,188,13.8
3784,3784,2011,191,13.8
3785,3785,2011,194,13.8
3786,3786,2011,197,13.4
3787,3787,2011,200,13.4
3788,3788,2011,203,13.9
3789,3789,2011,206,14.4
3790,3790,2011,209,14.7
3791,3791,2011,212,14.8
3792,3792,2011,215,14.7
3793,3793,2011,218,14.8
3794,3794,2011,221,14.8
3795,3795,2011,224,14.8
3796,3796,2011,227,14.7
3797,3797,2011,230,14.8
3798,3798,2011,233,14.9
3799,3799,2011,236,14.5
3800,3800,2011,239,14.7
3801,3801,2011,242,14.6
3802,3802,2011,245,14.2
3803,3803,2011,248,14.0
3804,3804,2011,251,14.0
3805,3805,2011,254,13.8
3806,3806,2011,257,13.7
3807,3807,2011,260,13.4
3808,3808,2011,263,13.1
3809,3809,2011,266,12.6
3810,3810,2011,269,12.3
3811,3811,2011,272,11.8
3812,3812,2011,275,11.9
3813,3813,2011,278,11.5
3814,3814,2011,281,11.5
3815,3815,2011,284,11.4
3816,3816,2011,287,11.2
3817,3817,2011,290,11.0
3818,3818,2011,293,10.9
3819,3819,2011,296,10.7
3820,3820,2011,299,10.4
3821,3821,2011,302,9.9
3822,3822,2011,305,9.7
3823,3823,2011,308,9.3
3824,3824,2011,311,9.0
3825,3825,2011,314,8.9
3826,3826,2011,317,8.7
3827,3827,2011,320,8.4
3828,3828,2011,323,8.0
3829,3829,2011,326,7.8
3830,3830,2011,329,7.8
3831,3831,2011,332,7.7
3832,3832,2011,335,7.4
3833,3833,2011,338,7.1
3834,3834,2011,341,7.0
3835,3835,2011,344,6.8
3836,3836,2011,347,6.7
3837,3837,2011,350,6.6
3838,3838,2011,353,6.6
3839,3839,2011,356,6.5
3840,3840,2011,360,6.7
3841,3841,2012,2,6.4
3842,3842,2012,5,6.7
3843,3843,2012,8,6.5
3844,3844,2012,11,6.4
3845,3845,2012,14,6.2
3846,3846,2012,17,5.9
3847,3847,2012,20,5.6
3848,3848,2012,23,5.9
3849,3849,2012,26,6.2
3850,3850,2012,29,6.0
3851,3851,2012,32,6.1
