region,Block3Day,Diatoms,Nemcek-NAN,N
ALL,2019-063,3.44,1.7,2
ALL,2019-064,,,
ALL,2019-065,,,
ALL,2019-066,,,
ALL,2019-067,,,
ALL,2019-068,,,
ALL,2019-069,,,
ALL,2019-070,,,
ALL,2019-071,,,
ALL,2019-072,,,
ALL,2019-073,,,
ALL,2019-074,,,
ALL,2019-075,,,
ALL,2019-076,,,
ALL,2019-077,,,
ALL,2019-078,,,
ALL,2019-079,,,
ALL,2019-080,,,
ALL,2019-081,1.88,0.25,1
ALL,2019-082,,,
ALL,2019-083,,,
ALL,2019-084,0.102,1.54,9
ALL,2019-085,,,
ALL,2019-086,,,
ALL,2019-087,,,
ALL,2019-088,,,
ALL,2019-089,,,
ALL,2019-090,,,
ALL,2019-091,2.48,0.69,1
ALL,2019-092,0.289,1.134,9
ALL,2019-093,1.584,1.059,14
ALL,2019-094,,,
ALL,2019-095,,,
ALL,2019-096,,,
ALL,2019-097,,,
ALL,2019-098,,,
ALL,2019-099,,,
ALL,2019-100,,,
ALL,2019-101,,,
ALL,2019-102,,,
ALL,2019-103,,,
ALL,2019-104,,,
ALL,2019-105,,,
ALL,2019-106,,,
ALL,2019-107,,,
ALL,2019-108,,,
ALL,2019-109,,,
ALL,2019-110,,,
ALL,2019-111,,,
ALL,2019-112,,,
ALL,2019-113,,,
ALL,2019-114,,,
ALL,2019-115,,,
ALL,2019-116,,,
ALL,2019-117,,,
ALL,2019-118,,,
ALL,2019-119,,,
ALL,2019-120,,,
ALL,2019-121,,,
ALL,2019-122,,,
